show_id,type,title,release_year,rating,duration,duration_int,duration_type,genres,platform
n3321,Movie,Jinxed,2013,TV-Y,69 min,69,min,['Kids'],Netflix
n3322,Movie,LEGENDS OF THE HIDDEN TEMPLE,2016,TV-PG,68 min,68,min,['Kids'],Netflix
n3323,Movie,"Liar, Liar, Vampire",2015,TV-PG,68 min,68,min,['Kids'],Netflix
n3324,Movie,The Boy Who Cried Werewolf,2010,TV-Y,86 min,86,min,['Kids'],Netflix
n3325,Movie,The Massively Mixed-Up Middle School Mystery,2015,TV-Y,40 min,40,min,['Kids'],Netflix
n3326,TV Show,Victorious,2013,TV-G,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3327,Movie,A Remarkable Tale,2019,TV-MA,94 min,94,min,['Comedy'],Netflix
n3328,TV Show,A Year In Space,2015,TV-PG,1 Season,1,season,['Documentary'],Netflix
n3329,TV Show,Ad Vitam,2018,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3330,Movie,American Son,2019,TV-MA,90 min,90,min,['Drama'],Netflix
n3331,TV Show,Billy on the Street,2016,TV-14,4 Seasons,4,season,['International'],Netflix
n3332,Movie,Christmas in the Heartland,2017,TV-PG,112 min,112,min,['Drama'],Netflix
n3333,Movie,Christmas Survival,2018,TV-MA,101 min,101,min,['Comedy'],Netflix
n3334,TV Show,CLANNAD,2008,TV-PG,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3335,Movie,Drive,2019,TV-14,119 min,119,min,['Action/Thriller'],Netflix
n3336,Movie,Fire in Paradise,2019,TV-MA,40 min,40,min,['Documentary'],Netflix
n3337,TV Show,Haikyu!!,2015,TV-14,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3338,Movie,Holiday in the Wild,2019,TV-PG,86 min,86,min,['Kids'],Netflix
n3339,Movie,Holly Star,2018,PG,92 min,92,min,['Kids'],Netflix
n3340,TV Show,"Love, Chunibyo & Other Delusions!",2014,TV-PG,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3341,TV Show,Maid-Sama!,2010,TV-14,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3342,TV Show,Mobile Suit Gundam: Iron-Blooded Orphans,2016,TV-14,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3343,TV Show,Queer Eye: We're in Japan!,2019,TV-14,1 Season,1,season,['International'],Netflix
n3344,Movie,Santa Girl,2019,TV-PG,91 min,91,min,['Kids'],Netflix
n3345,TV Show,The Boulet Brothers Dragula,2019,TV-MA,2 Seasons,2,season,['Reality'],Netflix
n3346,TV Show,The Deep,2019,TV-Y7,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3347,Movie,The House of Flowers Presents: The Funeral,2019,TV-MA,36 min,36,min,['Movies'],Netflix
n3348,Movie,The King,2019,R,141 min,141,min,['Drama'],Netflix
n3349,Movie,The Man Without Gravity,2019,TV-MA,107 min,107,min,['Drama'],Netflix
n3350,Movie,The Old Thieves: The Legend of Artegios,2007,TV-MA,97 min,97,min,['Documentary'],Netflix
n3351,Movie,True: Grabbleapple Harvest,2019,TV-Y,24 min,24,min,['Kids'],Netflix
n3352,TV Show,Vientos de agua,2006,TV-MA,1 Season,1,season,['International'],Netflix
n3353,TV Show,We Are the Wave,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3354,Movie,Zoé: Panoramas,2016,TV-MA,89 min,89,min,['Documentary'],Netflix
n3355,Movie,Grego Rossello: Disculpe las molestias,2019,TV-MA,65 min,65,min,['Comedy'],Netflix
n3356,TV Show,KENGAN ASHURA,2019,TV-MA,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3357,TV Show,Nowhere Man,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3358,TV Show,Sleepless Society: Bedtime Wishes,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3359,TV Show,"Bring It On, Ghost",2016,TV-14,1 Season,1,season,['International'],Netflix
n3360,Movie,Mehandi Circus,2019,TV-MA,126 min,126,min,['Drama'],Netflix
n3361,TV Show,Tomorrow with You,2017,TV-14,1 Season,1,season,['International'],Netflix
n3362,TV Show,Tunnel,2019,TV-14,1 Season,1,season,['Action/Thriller'],Netflix
n3363,Movie,Arsenio Hall: Smart & Classy,2019,TV-MA,63 min,63,min,['Comedy'],Netflix
n3364,TV Show,Shine On with Reese,2018,TV-MA,1 Season,1,season,['Documentary'],Netflix
n3365,Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,TV-14,14 min,14,min,['Documentary'],Netflix
n3366,Movie,A 3 Minute Hug,2019,TV-PG,28 min,28,min,['Documentary'],Netflix
n3367,Movie,Little Miss Sumo,2018,TV-G,20 min,20,min,['Documentary'],Netflix
n3368,TV Show,"Wait, My Youth",2019,TV-PG,1 Season,1,season,['International'],Netflix
n3369,TV Show,A Little Thing Called First Love,2019,TV-G,1 Season,1,season,['International'],Netflix
n3370,TV Show,BoJack Horseman,2020,TV-MA,6 Seasons,6,season,['Comedy'],Netflix
n3371,TV Show,Brotherhood,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3372,Movie,Consequences,2014,TV-MA,106 min,106,min,['Drama'],Netflix
n3373,Movie,Dolemite Is My Name,2019,R,118 min,118,min,['Comedy'],Netflix
n3374,TV Show,Drug Squad: Costa del Sol,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3375,Movie,It Takes a Lunatic,2019,TV-MA,127 min,127,min,['Documentary'],Netflix
n3376,TV Show,Monzón: A Knockout Blow,2018,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3377,Movie,My Next Guest with David Letterman and Shah Rukh Khan,2019,TV-PG,61 min,61,min,['International'],Netflix
n3378,TV Show,Nailed It! France,2019,TV-14,1 Season,1,season,['International'],Netflix
n3379,TV Show,Nailed It! Spain,2019,TV-PG,1 Season,1,season,['International'],Netflix
n3380,Movie,Rattlesnake,2019,TV-MA,86 min,86,min,['Horror'],Netflix
n3381,Movie,The Awakening of Motti Wolkenbruch,2018,TV-MA,94 min,94,min,['Comedy'],Netflix
n3382,TV Show,The Untamed,2019,TV-14,1 Season,1,season,['International'],Netflix
n3383,TV Show,Daybreak,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3384,Movie,Echo in the Canyon,2019,PG-13,82 min,82,min,['Documentary'],Netflix
n3385,Movie,Revenge of the Pontianak,2019,TV-14,92 min,92,min,['Horror'],Netflix
n3386,TV Show,"Breakfast, Lunch & Dinner",2019,TV-MA,1 Season,1,season,['Documentary'],Netflix
n3387,Movie,Dancing with the Birds,2019,TV-PG,52 min,52,min,['Documentary'],Netflix
n3388,Movie,Master Z: The Ip Man Legacy,2018,TV-14,108 min,108,min,['Action/Thriller'],Netflix
n3389,Movie,Jenny Slate: Stage Fright,2019,TV-MA,67 min,67,min,['Documentary'],Netflix
n3390,Movie,Free Fire,2016,R,91 min,91,min,['Action/Thriller'],Netflix
n3391,Movie,Little Singham: Kaal Ki Tabaahi,2019,TV-Y7,66 min,66,min,['Kids'],Netflix
n3392,Movie,The Command,2018,PG-13,118 min,118,min,['Drama'],Netflix
n3393,Movie,10 Days in Sun City,2017,TV-14,87 min,87,min,['Comedy'],Netflix
n3394,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",2019,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3395,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),2019,TV-Y,47 min,47,min,['Kids'],Netflix
n3396,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),2019,TV-Y,56 min,56,min,['Kids'],Netflix
n3397,Movie,ChuChuTV Surprise Eggs Learning Videos (English),2019,TV-Y,61 min,61,min,['Kids'],Netflix
n3398,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),2019,TV-Y,34 min,34,min,['Kids'],Netflix
n3399,Movie,Eli,2019,TV-MA,98 min,98,min,['Horror'],Netflix
n3400,Movie,In My Country,2018,TV-MA,99 min,99,min,['Drama'],Netflix
n3401,TV Show,Interior Design Masters,2019,TV-PG,1 Season,1,season,['International'],Netflix
n3402,TV Show,Little Baby Bum: Nursery Rhyme Friends,2019,TV-Y,2 Seasons,2,season,['International'],Netflix
n3403,Movie,"Love, Surreal and Odd",2017,TV-14,95 min,95,min,['Comedy'],Netflix
n3404,TV Show,Mighty Little Bheem: Diwali,2019,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3405,TV Show,MONKART,2017,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n3406,Movie,Seventeen,2019,TV-MA,100 min,100,min,['Comedy'],Netflix
n3407,TV Show,Spirit Riding Free: Pony Tales,2019,TV-Y7,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3408,Movie,Tatu,2017,TV-MA,101 min,101,min,['Action/Thriller'],Netflix
n3409,Movie,Tell Me Who I Am,2019,TV-MA,86 min,86,min,['Documentary'],Netflix
n3410,Movie,The Laundromat,2019,R,96 min,96,min,['Comedy'],Netflix
n3411,TV Show,Toon,2017,TV-MA,2 Seasons,2,season,['International'],Netflix
n3412,Movie,Up North,2018,TV-14,99 min,99,min,['Drama'],Netflix
n3413,Movie,Upstarts,2019,TV-14,112 min,112,min,['Comedy'],Netflix
n3414,Movie,Verses of Love 2,2017,TV-14,127 min,127,min,['Drama'],Netflix
n3415,TV Show,Chosen,2019,TV-14,2 Seasons,2,season,['Action/Thriller'],Netflix
n3416,TV Show,THE UNLISTED,2019,TV-PG,1 Season,1,season,"['""Kids TV""']",Netflix
n3417,TV Show,Another Miss Oh,2016,TV-MA,1 Season,1,season,['International'],Netflix
n3418,Movie,Ghosts of Sugar Land,2019,TV-MA,22 min,22,min,['Documentary'],Netflix
n3419,Movie,League of Legends Origins,2019,TV-MA,78 min,78,min,['Documentary'],Netflix
n3420,Movie,Park Na-rae: Glamour Warning,2019,TV-MA,63 min,63,min,['Comedy'],Netflix
n3421,TV Show,Second 20s,2015,TV-14,1 Season,1,season,['International'],Netflix
n3422,Movie,Sinister 2,2015,R,97 min,97,min,['Horror'],Netflix
n3423,Movie,The Game Changers,2018,TV-MA,86 min,86,min,['Documentary'],Netflix
n3424,TV Show,Black Money Love,2014,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3425,Movie,"Martin Matte: La vie, la mort...eh la la..!",2019,TV-14,62 min,62,min,['Comedy'],Netflix
n3426,Movie,Street Flow,2019,TV-MA,96 min,96,min,['Drama'],Netflix
n3427,TV Show,The Lies Within,2019,TV-14,1 Season,1,season,['Action/Thriller'],Netflix
n3428,Movie,Bygones Be Bygones,2017,TV-MA,104 min,104,min,['Comedy'],Netflix
n3429,Movie,El Camino: A Breaking Bad Movie,2019,TV-MA,123 min,123,min,['Drama'],Netflix
n3430,Movie,Fractured,2019,TV-MA,100 min,100,min,['Action/Thriller'],Netflix
n3431,TV Show,Insatiable,2019,TV-MA,2 Seasons,2,season,['Comedy'],Netflix
n3432,Movie,The Bling Lagosians,2019,TV-14,99 min,99,min,['Drama'],Netflix
n3433,Movie,The Forest of Love,2019,TV-MA,151 min,151,min,['Drama'],Netflix
n3434,TV Show,The Hook Up Plan,2020,TV-MA,2 Seasons,2,season,['International'],Netflix
n3435,Movie,The Influence,2019,TV-MA,102 min,102,min,['Horror'],Netflix
n3436,TV Show,Beyblade Burst Turbo,2018,TV-Y7,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3437,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,2019,TV-14,154 min,154,min,['International'],Netflix
n3438,TV Show,Ultramarine Magmell,2019,TV-14,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3439,Movie,After,2019,PG-13,106 min,106,min,['Drama'],Netflix
n3440,Movie,Home Is Where the Killer Is,2019,TV-14,87 min,87,min,['Drama'],Netflix
n3441,TV Show,Rhythm + Flow,2019,TV-MA,1 Season,1,season,['Reality'],Netflix
n3442,Movie,Deon Cole: Cole Hearted,2019,TV-MA,70 min,70,min,['Comedy'],Netflix
n3443,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,2019,TV-Y7,46 min,46,min,['Kids'],Netflix
n3444,Movie,Love for Sale,2018,TV-14,101 min,101,min,['Drama'],Netflix
n3445,TV Show,Legend Quest: Masters of Myth,2019,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n3446,TV Show,My Country: The New Age,2019,TV-14,1 Season,1,season,['International'],Netflix
n3447,Movie,Noblemen,2019,TV-MA,109 min,109,min,['Drama'],Netflix
n3448,Movie,A Plastic Ocean,2016,TV-14,100 min,100,min,['Documentary'],Netflix
n3449,Movie,Brother in Love,2019,TV-MA,110 min,110,min,['Comedy'],Netflix
n3450,TV Show,Creeped Out,2019,TV-PG,2 Seasons,2,season,['International'],Netflix
n3451,Movie,In the Tall Grass,2019,TV-MA,102 min,102,min,['Horror'],Netflix
n3452,Movie,Kids on the Block,2019,TV-PG,102 min,102,min,['Kids'],Netflix
n3453,TV Show,Peaky Blinders,2019,TV-MA,5 Seasons,5,season,['International'],Netflix
n3454,TV Show,Raising Dion,2019,TV-PG,1 Season,1,season,"['""Kids TV""']",Netflix
n3455,TV Show,Rotten,2019,TV-MA,2 Seasons,2,season,['Documentary'],Netflix
n3456,TV Show,Super Monsters,2019,TV-Y,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3457,Movie,Super Monsters: Vida's First Halloween,2019,TV-Y,24 min,24,min,['Kids'],Netflix
n3458,TV Show,Seis Manos,2019,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3459,TV Show,Living Undocumented,2019,TV-MA,1 Season,1,season,['Documentary'],Netflix
n3460,Movie,Ready to Mingle,2019,TV-MA,98 min,98,min,['Comedy'],Netflix
n3461,Movie,Salam - The First ****** Nobel Laureate,2018,TV-PG,76 min,76,min,['Documentary'],Netflix
n3462,TV Show,Cheese in the Trap,2016,TV-14,1 Season,1,season,['International'],Netflix
n3463,TV Show,Chicago Typewriter,2017,TV-14,1 Season,1,season,['International'],Netflix
n3464,TV Show,College Romance,2018,TV-MA,1 Season,1,season,['International'],Netflix
n3465,TV Show,Engineering Girls,2018,TV-MA,1 Season,1,season,['International'],Netflix
n3466,Movie,First Kiss,2018,TV-14,90 min,90,min,['Drama'],Netflix
n3467,TV Show,Girls Hostel,2018,TV-MA,1 Season,1,season,['International'],Netflix
n3468,TV Show,Inmates,2017,TV-MA,1 Season,1,season,['International'],Netflix
n3469,Movie,Limitless,2017,TV-PG,59 min,59,min,['Documentary'],Netflix
n3470,Movie,Little Baby Bum: Go Buster,2019,TV-Y,58 min,58,min,['Kids'],Netflix
n3471,TV Show,Miniforce X,2018,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n3472,Movie,Nikki Glaser: Bangin’,2019,TV-MA,64 min,64,min,['Comedy'],Netflix
n3473,Movie,Rugrats in Paris: The Movie,2000,G,79 min,79,min,['Kids'],Netflix
n3474,TV Show,The K2,2016,TV-14,1 Season,1,season,['International'],Netflix
n3475,TV Show,The Liar and His Lover,2017,TV-PG,1 Season,1,season,['International'],Netflix
n3476,Movie,The Rugrats Movie,1998,G,81 min,81,min,['Kids'],Netflix
n3477,Movie,The Squid and the Whale,2005,R,81 min,81,min,['Comedy'],Netflix
n3478,TV Show,Gotham,2019,TV-MA,5 Seasons,5,season,['Action/Thriller'],Netflix
n3479,Movie,Mo Gilligan: Momentum,2019,TV-MA,64 min,64,min,['Comedy'],Netflix
n3480,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,2019,TV-PG,45 min,45,min,['Documentary'],Netflix
n3481,Movie,TUNA GIRL,2019,TV-PG,90 min,90,min,['Drama'],Netflix
n3482,TV Show,Bard of Blood,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3483,Movie,Deliha 2,2018,TV-PG,102 min,102,min,['Comedy'],Netflix
n3484,TV Show,El Marginal,2019,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n3485,Movie,In the Shadow of the Moon,2019,TV-MA,116 min,116,min,['Drama'],Netflix
n3486,Movie,Sturgill Simpson Presents Sound & Fury,2019,TV-MA,42 min,42,min,['Sci-Fi/Fantasy'],Netflix
n3487,Movie,Malaal,2019,TV-14,133 min,133,min,['Drama'],Netflix
n3488,Movie,The Grandmaster,2013,PG-13,108 min,108,min,['Action/Thriller'],Netflix
n3489,TV Show,The Inmate,2018,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3490,TV Show,Abstract: The Art of Design,2019,TV-14,2 Seasons,2,season,['Documentary'],Netflix
n3491,Movie,Birders,2019,TV-G,38 min,38,min,['Documentary'],Netflix
n3492,TV Show,Glitch,2019,TV-MA,3 Seasons,3,season,['International'],Netflix
n3493,Movie,Oh! Baby (Malayalam),2019,TV-14,146 min,146,min,['Comedy'],Netflix
n3494,Movie,Oh! Baby (Tamil),2019,TV-14,146 min,146,min,['Comedy'],Netflix
n3495,Movie,Inside Man: Most Wanted,2019,R,106 min,106,min,['Action/Thriller'],Netflix
n3496,Movie,Jeff Dunham: Beside Himself,2019,TV-MA,58 min,58,min,['Comedy'],Netflix
n3497,Movie,Manmadhudu 2,2019,TV-MA,152 min,152,min,['Comedy'],Netflix
n3498,Movie,Under the Eiffel Tower,2018,TV-MA,87 min,87,min,['Comedy'],Netflix
n3499,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,2009,TV-MA,121 min,121,min,['Drama'],Netflix
n3500,TV Show,Vagabond,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3501,Movie,Between Two Ferns: The Movie,2019,TV-MA,83 min,83,min,['Comedy'],Netflix
n3502,TV Show,Criminal: France,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3503,TV Show,Criminal: Germany,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3504,TV Show,Criminal: Spain,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3505,TV Show,Fastest Car,2019,TV-MA,2 Seasons,2,season,['Reality'],Netflix
n3506,TV Show,Inside Bill's Brain: Decoding Bill Gates,2019,TV-14,1 Season,1,season,['Documentary'],Netflix
n3507,TV Show,The Hockey Girls,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3508,Movie,Travel Mates 2,2018,TV-MA,111 min,111,min,['Comedy'],Netflix
n3509,Movie,True: Tricky Treat Day,2019,TV-Y,24 min,24,min,['Kids'],Netflix
n3510,Movie,Kabir Singh,2019,TV-MA,171 min,171,min,['Drama'],Netflix
n3511,TV Show,When the Camellia Blooms,2019,TV-14,1 Season,1,season,['International'],Netflix
n3512,Movie,Avengement,2019,TV-MA,88 min,88,min,['Action/Thriller'],Netflix
n3513,Movie,Sebastian Maniscalco: What's Wrong with People?,2012,TV-MA,76 min,76,min,['Comedy'],Netflix
n3514,Movie,Los Tigres del Norte at Folsom Prison,2019,TV-PG,64 min,64,min,['Documentary'],Netflix
n3515,Movie,Steal a Pencil for Me,2006,TV-14,94 min,94,min,['Documentary'],Netflix
n3516,TV Show,Surviving R. Kelly,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3517,Movie,Oh! Baby,2019,TV-14,157 min,157,min,['Comedy'],Netflix
n3518,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,2019,TV-PG,83 min,83,min,['Documentary'],Netflix
n3519,Movie,"Hello, Privilege. It's Me, Chelsea",2019,TV-MA,65 min,65,min,['Documentary'],Netflix
n3520,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,2019,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3521,Movie,Locked on You,2018,TV-14,105 min,105,min,['Comedy'],Netflix
n3522,TV Show,Marianne,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3523,Movie,Shanghai Fortress,2019,TV-14,107 min,107,min,['Drama'],Netflix
n3524,Movie,Tall Girl,2019,TV-PG,103 min,103,min,['Kids'],Netflix
n3525,TV Show,Top Boy,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3526,TV Show,Unbelievable,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3527,TV Show,The I-Land,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3528,TV Show,"The Mind, Explained",2019,TV-14,1 Season,1,season,['Documentary'],Netflix
n3529,Movie,Bill Burr: Paper Tiger,2019,TV-MA,67 min,67,min,['Comedy'],Netflix
n3530,Movie,Evelyn,2019,TV-MA,96 min,96,min,['Documentary'],Netflix
n3531,Movie,Article 15,2019,TV-MA,125 min,125,min,['Drama'],Netflix
n3532,Movie,Care of Kancharapalem,2018,TV-MA,142 min,142,min,['Comedy'],Netflix
n3533,Movie,Ee Nagaraniki Emaindi,2018,TV-14,133 min,133,min,['Comedy'],Netflix
n3534,Movie,Kill Me If You Dare,2019,TV-14,100 min,100,min,['Comedy'],Netflix
n3535,TV Show,The Spy,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3536,Movie,American Factory: A Conversation with the Obamas,2019,TV-G,10 min,10,min,['Documentary'],Netflix
n3537,Movie,Saawan,2016,TV-14,128 min,128,min,['Drama'],Netflix
n3538,Movie,Watchman,2019,TV-14,93 min,93,min,['Comedy'],Netflix
n3539,Movie,Elena,2012,TV-MA,81 min,81,min,['Documentary'],Netflix
n3540,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,2016,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3541,TV Show,Moving Art,2018,TV-G,3 Seasons,3,season,['Documentary'],Netflix
n3542,TV Show,Naruto,2006,TV-14,9 Seasons,9,season,['Sci-Fi/Fantasy'],Netflix
n3543,Movie,Olmo & the Seagull,2014,TV-MA,82 min,82,min,['Drama'],Netflix
n3544,TV Show,Serial Killer with Piers Morgan,2018,TV-14,1 Season,1,season,['International'],Netflix
n3545,Movie,Spookley the Square Pumpkin,2004,G,47 min,47,min,['Kids'],Netflix
n3546,Movie,Uncle Naji in UAE,2019,TV-14,95 min,95,min,['Comedy'],Netflix
n3547,TV Show,Luo Bao Bei,2018,TV-Y,1 Season,1,season,['International'],Netflix
n3548,Movie,Back to School,2019,TV-MA,84 min,84,min,['Comedy'],Netflix
n3549,Movie,Feo pero sabroso,2018,TV-MA,91 min,91,min,['Comedy'],Netflix
n3550,Movie,Mi amigo Alexis,2019,TV-PG,102 min,102,min,['Kids'],Netflix
n3551,TV Show,Styling Hollywood,2019,TV-14,1 Season,1,season,['Reality'],Netflix
n3552,TV Show,The Dark Crystal: Age of Resistance,2019,TV-PG,1 Season,1,season,['Action/Thriller'],Netflix
n3553,TV Show,The Good Bandit,2018,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3554,TV Show,True and the Rainbow Kingdom,2019,TV-Y,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3555,Movie,Unbridled,2018,TV-MA,100 min,100,min,['International'],Netflix
n3556,Movie,Falling Inn Love,2019,TV-PG,98 min,98,min,['Comedy'],Netflix
n3557,Movie,Kardec,2019,TV-14,110 min,110,min,['Drama'],Netflix
n3558,Movie,Travis Scott: Look Mom I Can Fly,2019,TV-MA,85 min,85,min,['Documentary'],Netflix
n3559,TV Show,Million Pound Menu,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n3560,Movie,Dave Chappelle: Sticks & Stones,2019,TV-MA,66 min,66,min,['Comedy'],Netflix
n3561,Movie,Drink Drank Drunk,2016,TV-MA,92 min,92,min,['Comedy'],Netflix
n3562,TV Show,13 Reasons Why: Beyond the Reasons,2019,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n3563,TV Show,HERO MASK,2019,TV-14,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3564,Movie,Kaake Da Viyah,2019,TV-PG,133 min,133,min,['Comedy'],Netflix
n3565,Movie,Marriage Palace,2018,TV-14,135 min,135,min,['Comedy'],Netflix
n3566,Movie,Mayday Life,2019,TV-PG,120 min,120,min,['International'],Netflix
n3567,Movie,Saavat,2019,TV-14,118 min,118,min,['Drama'],Netflix
n3568,Movie,American Factory,2019,TV-14,110 min,110,min,['Documentary'],Netflix
n3569,Movie,Game Over (Hindi Version),2019,TV-MA,98 min,98,min,['Horror'],Netflix
n3570,Movie,Game Over (Tamil Version),2019,TV-MA,98 min,98,min,['Horror'],Netflix
n3571,Movie,Game Over (Telugu Version),2019,TV-MA,98 min,98,min,['Horror'],Netflix
n3572,TV Show,Hyperdrive,2019,TV-PG,1 Season,1,season,['Reality'],Netflix
n3573,Movie,The Girl Allergic to Wi-Fi,2018,TV-MA,104 min,104,min,['International'],Netflix
n3574,Movie,Our Planet - Behind The Scenes,2019,TV-G,63 min,63,min,['Documentary'],Netflix
n3575,Movie,Simon Amstell: Set Free,2019,TV-MA,52 min,52,min,['Comedy'],Netflix
n3576,TV Show,45 rpm,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3577,TV Show,Apache: The Life of Carlos Tevez,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3578,TV Show,Better Than Us,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3579,TV Show,Diagnosis,2019,TV-14,1 Season,1,season,['Documentary'],Netflix
n3580,TV Show,Green Frontier,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3581,Movie,Invader Zim: Enter the Florpus,2019,TV-Y7,72 min,72,min,['Kids'],Netflix
n3582,TV Show,MINDHUNTER,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3583,Movie,Selfless,2015,PG-13,117 min,117,min,['Sci-Fi/Fantasy'],Netflix
n3584,Movie,Sextuplets,2019,TV-14,100 min,100,min,['Comedy'],Netflix
n3585,Movie,Super Monsters Back to School,2019,TV-Y,24 min,24,min,['Kids'],Netflix
n3586,TV Show,The King's Avatar,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3587,Movie,The Little Switzerland,2019,TV-MA,86 min,86,min,['Comedy'],Netflix
n3588,TV Show,Victim Number 8,2018,TV-MA,1 Season,1,season,['International'],Netflix
n3589,TV Show,Cannon Busters,2019,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3590,TV Show,Sacred Games,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3591,TV Show,Til Death Do Us Part,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3592,Movie,Whindersson Nunes: Adult,2019,TV-MA,69 min,69,min,['Comedy'],Netflix
n3593,TV Show,Happy Jail,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3594,Movie,Uyare,2019,TV-14,119 min,119,min,['Drama'],Netflix
n3595,Movie,90 ML,2019,TV-MA,123 min,123,min,['Comedy'],Netflix
n3596,Movie,Calum von Moger: Unbroken,2019,TV-MA,93 min,93,min,['Documentary'],Netflix
n3597,Movie,Hasta los dientes,2018,TV-MA,109 min,109,min,['Documentary'],Netflix
n3598,TV Show,Knightfall,2019,TV-MA,2 Seasons,2,season,['Drama'],Netflix
n3599,TV Show,DC Super Hero Girls,2019,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n3600,Movie,Colin Quinn: Red State Blue State,2019,TV-14,66 min,66,min,['Comedy'],Netflix
n3601,TV Show,GLOW,2019,TV-MA,3 Seasons,3,season,['Comedy'],Netflix
n3602,TV Show,IZombie,2019,TV-MA,5 Seasons,5,season,['Comedy'],Netflix
n3603,Movie,Jaoon Kahan Bata Ae Dil,2018,TV-MA,107 min,107,min,['Drama'],Netflix
n3604,Movie,Rocko's Modern Life: Static Cling,2019,TV-Y7,46 min,46,min,['Kids'],Netflix
n3605,TV Show,Sintonia,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
