show_id,type,title,release_year,rating,duration,listed_in,duration_int,duration_type,genres,platform
s2051,Movie,Afonso Padilha: Classless,2020,TV-MA,63 min,Stand-Up Comedy,63,min,['Comedy'],Netflix
s2052,Movie,Ave Maryam,2018,TV-PG,73 min,"Dramas, Independent Movies, International Movies",73,min,['Drama'],Netflix
s2053,Movie,"Love, Guaranteed",2020,TV-PG,91 min,"Comedies, Independent Movies, Romantic Movies",91,min,['Comedy'],Netflix
s2054,TV Show,Young Wallander,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s2055,TV Show,Chef's Table: BBQ,2020,TV-14,1 Season,"Docuseries, Reality TV",1,season,['Documentary'],Netflix
s2056,Movie,Freaks – You're One of Us,2020,TV-MA,93 min,"Dramas, Independent Movies, International Movies",93,min,['Drama'],Netflix
s2057,Movie,Hotel for Dogs,2009,PG,101 min,"Children & Family Movies, Comedies",101,min,['Kids'],Netflix
s2058,Movie,Sky Tour: The Movie,2020,TV-G,93 min,"Documentaries, International Movies, Music & Musicals",93,min,['Documentary'],Netflix
s2059,TV Show,The Witcher: A Look Inside the Episodes,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",1,season,['Documentary'],Netflix
s2060,Movie,Adrift,2018,PG-13,96 min,"Action & Adventure, Dramas, Romantic Movies",96,min,['Action/Thriller'],Netflix
s2061,Movie,Always Be My Maybe,2016,TV-14,112 min,"International Movies, Romantic Movies",112,min,['International'],Netflix
s2062,Movie,Barbie Princess Adventure,2020,TV-Y,72 min,"Children & Family Movies, Music & Musicals",72,min,['Kids'],Netflix
s2063,TV Show,Blue Exorcist,2017,TV-MA,2 Seasons,"Anime Series, International TV Shows",2,season,['Sci-Fi/Fantasy'],Netflix
s2064,TV Show,Bookmarks,2020,TV-Y,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s2065,TV Show,Borgen,2012,TV-MA,3 Seasons,"International TV Shows, TV Dramas",3,season,['International'],Netflix
s2066,Movie,Children of the Sea,2019,TV-PG,112 min,"Anime Features, International Movies",112,min,['Sci-Fi/Fantasy'],Netflix
s2067,TV Show,Erased,2016,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers",1,season,['Sci-Fi/Fantasy'],Netflix
s2068,Movie,Fate/Grand Order -First Order-,2016,TV-14,72 min,"Action & Adventure, Anime Features, International Movies",72,min,['Action/Thriller'],Netflix
s2069,TV Show,Felipe Esparza: Bad Decisions,2020,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",1,season,['Comedy'],Netflix
s2070,TV Show,H,2002,TV-MA,4 Seasons,"International TV Shows, TV Comedies",4,season,['International'],Netflix
s2071,TV Show,Heidi,2020,TV-Y7,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s2072,Movie,Puss in Boots,2011,PG,92 min,"Children & Family Movies, Comedies",92,min,['Kids'],Netflix
s2073,Movie,Sex Drive,2008,R,109 min,Comedies,109,min,['Comedy'],Netflix
s2074,TV Show,"Sister, Sister",1998,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",6,season,['Comedy'],Netflix
s2075,Movie,Soldier,1998,TV-14,155 min,"Comedies, Dramas, International Movies",155,min,['Comedy'],Netflix
s2076,Movie,"Take the Ball, Pass the Ball",2018,TV-MA,109 min,"Documentaries, International Movies, Sports Movies",109,min,['Documentary'],Netflix
s2077,Movie,The Boss Baby: Get That Baby!,2020,TV-Y7,115 min,"Children & Family Movies, Comedies",115,min,['Kids'],Netflix
s2078,Movie,The Match,2020,TV-MA,97 min,"Dramas, International Movies, Sports Movies",97,min,['Drama'],Netflix
s2079,TV Show,The Promised Neverland,2019,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers",1,season,['Sci-Fi/Fantasy'],Netflix
s2080,Movie,The Smurfs,2011,PG,103 min,"Children & Family Movies, Comedies",103,min,['Kids'],Netflix
s2081,TV Show,Thomas and Friends,2020,TV-Y,2 Seasons,"British TV Shows, Classic & Cult TV, Kids' TV",2,season,['International'],Netflix
s2082,Movie,True: Friendship Day,2020,TV-Y,24 min,Children & Family Movies,24,min,['Kids'],Netflix
s2083,Movie,Maniyarayile Ashokan,2020,TV-14,110 min,"Comedies, International Movies, Romantic Movies",110,min,['Comedy'],Netflix
s2084,Movie,The Debt Collector 2,2020,TV-MA,97 min,Action & Adventure,97,min,['Action/Thriller'],Netflix
s2085,Movie,All Together Now,2020,PG,94 min,Dramas,94,min,['Drama'],Netflix
s2086,TV Show,I AM A KILLER: RELEASED,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",1,season,['International'],Netflix
s2087,TV Show,Masaba Masaba,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",1,season,['International'],Netflix
s2088,Movie,Santana,2020,TV-MA,107 min,"Action & Adventure, International Movies",107,min,['Action/Thriller'],Netflix
s2089,Movie,Unknown Origins,2020,TV-MA,97 min,"International Movies, Thrillers",97,min,['International'],Netflix
s2090,TV Show,Aggretsuko,2020,TV-14,3 Seasons,"Anime Series, International TV Shows",3,season,['Sci-Fi/Fantasy'],Netflix
s2091,Movie,Edge of Seventeen,1998,TV-MA,103 min,"Comedies, Dramas, Independent Movies",103,min,['Comedy'],Netflix
s2092,Movie,The Bridge Curse,2020,TV-MA,88 min,"Horror Movies, International Movies, Thrillers",88,min,['Horror'],Netflix
s2093,Movie,The Young Messiah,2016,PG-13,111 min,"Dramas, Faith & Spirituality",111,min,['Drama'],Netflix
s2094,TV Show,Her Mother's Killer,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1,season,['International'],Netflix
s2095,Movie,Lingua Franca,2019,TV-MA,94 min,"Dramas, International Movies, LGBTQ Movies",94,min,['Drama'],Netflix
s2096,Movie,Making The Witcher,2020,TV-MA,33 min,Documentaries,33,min,['Documentary'],Netflix
s2097,TV Show,Million Dollar Beach House,2020,TV-MA,1 Season,Reality TV,1,season,['Reality'],Netflix
s2098,Movie,Rising Phoenix,2020,PG-13,107 min,"Documentaries, International Movies, Sports Movies",107,min,['Documentary'],Netflix
s2099,TV Show,Emily's Wonder Lab,2020,TV-Y,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s2100,TV Show,Trinkets,2020,TV-MA,2 Seasons,"TV Dramas, Teen TV Shows",2,season,['Drama'],Netflix
s2101,Movie,Septembers of Shiraz,2016,PG-13,110 min,"Dramas, Thrillers",110,min,['Drama'],Netflix
s2102,TV Show,Baewatch: Parental Guidance,2019,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows",1,season,['International'],Netflix
s2103,TV Show,Ojos in d' House,2013,TV-G,1 Season,"International TV Shows, TV Comedies",1,season,['International'],Netflix
s2104,Movie,Class of '83,2020,TV-14,98 min,"Dramas, International Movies, Thrillers",98,min,['Drama'],Netflix
s2105,Movie,Dark Forces,2020,TV-MA,81 min,"Horror Movies, Independent Movies, International Movies",81,min,['Horror'],Netflix
s2106,TV Show,Hoops,2020,TV-MA,1 Season,TV Comedies,1,season,['Comedy'],Netflix
s2107,TV Show,Rust Valley Restorers,2020,TV-14,3 Seasons,"International TV Shows, Reality TV",3,season,['International'],Netflix
s2108,Movie,The Sleepover,2020,TV-PG,104 min,"Action & Adventure, Children & Family Movies, Comedies",104,min,['Action/Thriller'],Netflix
s2109,TV Show,Goedam,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",1,season,['International'],Netflix
s2110,Movie,John Was Trying to Contact Aliens,2020,TV-PG,17 min,"Documentaries, LGBTQ Movies",17,min,['Documentary'],Netflix
s2111,Movie,Scarecrow,2019,TV-MA,121 min,"Comedies, International Movies",121,min,['Comedy'],Netflix
s2112,Movie,The Crimes That Bind,2020,TV-14,100 min,"Dramas, International Movies",100,min,['Drama'],Netflix
s2113,TV Show,DeMarcus Family Rules,2020,TV-14,1 Season,Reality TV,1,season,['Reality'],Netflix
s2114,TV Show,High Score,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",1,season,['Documentary'],Netflix
s2115,Movie,Little Singham: Kaal Ka Badla,2020,TV-Y7,70 min,"Children & Family Movies, Comedies",70,min,['Kids'],Netflix
s2116,Movie,Drunk Parents,2019,R,97 min,Comedies,97,min,['Comedy'],Netflix
s2117,Movie,Meet the In-Laws,2017,TV-PG,75 min,"Comedies, Dramas, International Movies",75,min,['Comedy'],Netflix
s2118,Movie,Crazy Awesome Teachers,2020,TV-PG,102 min,"Comedies, Dramas, International Movies",102,min,['Comedy'],Netflix
s2119,TV Show,Glitch Techs,2020,TV-Y7,2 Seasons,Kids' TV,2,season,"['""Kids TV""']",Netflix
s2120,Movie,Islands of Faith,2018,TV-PG,88 min,"Documentaries, Faith & Spirituality, International Movies",88,min,['Documentary'],Netflix
s2121,Movie,Les Misérables,2012,PG-13,158 min,"Dramas, International Movies, Music & Musicals",158,min,['Drama'],Netflix
s2122,Movie,Seventh Son,2014,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy",102,min,['Action/Thriller'],Netflix
s2123,TV Show,Stranger,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",2,season,['Action/Thriller'],Netflix
s2124,TV Show,Dérè: An African Tale,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s2125,TV Show,Rita,2020,TV-MA,5 Seasons,"International TV Shows, TV Comedies, TV Dramas",5,season,['International'],Netflix
s2126,TV Show,Takki,2014,TV-14,2 Seasons,"International TV Shows, TV Dramas",2,season,['International'],Netflix
s2127,Movie,What's Your Raashee?,2009,TV-PG,203 min,"Comedies, International Movies, Music & Musicals",203,min,['Comedy'],Netflix
s2128,TV Show,3%,2020,TV-MA,4 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",4,season,['International'],Netflix
s2129,Movie,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,TV-G,59 min,"Documentaries, International Movies, Sports Movies",59,min,['Documentary'],Netflix
s2130,Movie,Fearless,2020,TV-Y7,92 min,"Children & Family Movies, Comedies",92,min,['Kids'],Netflix
s2131,Movie,Nigerian Prince,2018,TV-MA,104 min,"Dramas, Independent Movies",104,min,['Drama'],Netflix
s2132,Movie,Octonauts & the Caves of Sac Actun,2020,TV-Y,72 min,Children & Family Movies,72,min,['Kids'],Netflix
s2133,Movie,Project Power,2020,R,113 min,Action & Adventure,113,min,['Action/Thriller'],Netflix
s2134,TV Show,Teenage Bounty Hunters,2020,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",1,season,['Action/Thriller'],Netflix
s2135,TV Show,The Great Heist,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,season,['Action/Thriller'],Netflix
s2136,TV Show,The Legend of Korra,2014,TV-Y7,4 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",4,season,"['""Kids TV""']",Netflix
s2137,TV Show,Zoids Wild,2018,TV-Y7,1 Season,"Anime Series, Kids' TV",1,season,['Sci-Fi/Fantasy'],Netflix
s2138,Movie,An Easy Girl,2019,TV-MA,93 min,"Comedies, Dramas, International Movies",93,min,['Comedy'],Netflix
s2139,Movie,Christine,2016,R,119 min,"Dramas, Independent Movies",119,min,['Drama'],Netflix
s2140,Movie,Simon Killer,2012,TV-MA,105 min,"Dramas, Independent Movies, Thrillers",105,min,['Drama'],Netflix
s2141,TV Show,(Un)Well,2020,TV-MA,1 Season,Reality TV,1,season,['Reality'],Netflix
s2142,Movie,Gunjan Saxena: The Kargil Girl,2020,TV-14,113 min,"Action & Adventure, Dramas, International Movies",113,min,['Action/Thriller'],Netflix
s2143,Movie,Mr. Peabody & Sherman,2014,PG,93 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",93,min,['Kids'],Netflix
s2144,Movie,"Rob Schneider: Asian Momma, Mexican Kids",2020,TV-MA,44 min,Stand-Up Comedy,44,min,['Comedy'],Netflix
s2145,TV Show,GAME ON: A Comedy Crossover Event,2020,TV-G,1 Season,"Kids' TV, TV Comedies",1,season,"['""Kids TV""']",Netflix
s2146,TV Show,Terrace House: Tokyo 2019-2020,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",2,season,['International'],Netflix
s2147,Movie,The Lost Husband,2020,PG-13,110 min,"Dramas, Romantic Movies",110,min,['Drama'],Netflix
s2148,Movie,Diamonds in the Sky,2018,TV-14,113 min,"Dramas, International Movies",113,min,['Drama'],Netflix
s2149,TV Show,The Governor,2016,TV-14,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s2150,Movie,We Summon the Darkness,2020,R,90 min,"Horror Movies, Thrillers",90,min,['Horror'],Netflix
s2151,Movie,"Berlin, Berlin: Lolle on the Run",2020,TV-MA,82 min,"Comedies, International Movies",82,min,['Comedy'],Netflix
s2152,TV Show,High Seas,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3,season,['Action/Thriller'],Netflix
s2153,TV Show,Selling Sunset,2020,TV-MA,3 Seasons,Reality TV,3,season,['Reality'],Netflix
s2154,TV Show,Sing On! Germany,2020,TV-PG,1 Season,"International TV Shows, Reality TV",1,season,['International'],Netflix
s2155,Movie,Stars in the Sky: A Hunting Story,2018,TV-14,69 min,Documentaries,69,min,['Documentary'],Netflix
s2156,Movie,The Magic School Bus Rides Again Kids In Space,2020,TV-Y,46 min,Children & Family Movies,46,min,['Kids'],Netflix
s2157,TV Show,Tiny Creatures,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",1,season,['Documentary'],Netflix
s2158,TV Show,Wizards: Tales of Arcadia,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",1,season,"['""Kids TV""']",Netflix
s2159,TV Show,Word Party Songs,2020,TV-Y,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s2160,Movie,Work It,2020,TV-14,94 min,Comedies,94,min,['Comedy'],Netflix
s2161,TV Show,Ever After High,2016,TV-Y7,5 Seasons,Kids' TV,5,season,"['""Kids TV""']",Netflix
s2162,Movie,Nasha Natasha,2020,TV-PG,72 min,"Documentaries, International Movies, Music & Musicals",72,min,['Documentary'],Netflix
s2163,TV Show,The Rain,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",3,season,['International'],Netflix
s2164,Movie,Anelka: Misunderstood,2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies",95,min,['Documentary'],Netflix
s2165,Movie,Sin City,2019,TV-14,101 min,"International Movies, Thrillers",101,min,['International'],Netflix
s2166,TV Show,World's Most Wanted,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1,season,['Action/Thriller'],Netflix
s2167,Movie,A Go! Go! Cory Carson Summer Camp,2020,TV-Y,21 min,Children & Family Movies,21,min,['Kids'],Netflix
s2168,Movie,Malibu Rescue: The Next Wave,2020,TV-G,71 min,"Children & Family Movies, Comedies",71,min,['Kids'],Netflix
s2169,TV Show,Mystery Lab,2020,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",1,season,['Documentary'],Netflix
s2170,Movie,Sam Jay: 3 In The Morning,2020,TV-MA,64 min,Stand-Up Comedy,64,min,['Comedy'],Netflix
s2171,TV Show,Immigration Nation,2020,TV-MA,1 Season,Docuseries,1,season,['Documentary'],Netflix
s2172,Movie,Almost Love,2020,TV-MA,92 min,"Comedies, Dramas, Independent Movies",92,min,['Comedy'],Netflix
s2173,Movie,Killing Hasselhoff,2017,R,80 min,Comedies,80,min,['Comedy'],Netflix
s2174,TV Show,Moesha,2000,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",6,season,['Comedy'],Netflix
s2175,TV Show,My Perfect Landing,2020,TV-G,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s2176,TV Show,Nagi-Asu: A Lull in the Sea,2014,TV-14,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows",1,season,['Sci-Fi/Fantasy'],Netflix
s2177,Movie,Rogue Warfare: The Hunt,2020,R,104 min,Action & Adventure,104,min,['Action/Thriller'],Netflix
s2178,Movie,Super Monsters: The New Class,2020,TV-Y,25 min,Children & Family Movies,25,min,['Kids'],Netflix
s2179,TV Show,The Next Step,2018,TV-G,1 Season,"Kids' TV, Reality TV, TV Dramas",1,season,"['""Kids TV""']",Netflix
s2180,Movie,The Ottoman Lieutenant,2017,R,111 min,"Dramas, Romantic Movies",111,min,['Drama'],Netflix
s2181,TV Show,Toradora!,2008,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",1,season,['Sci-Fi/Fantasy'],Netflix
s2182,TV Show,Transformers Rescue Bots Academy,2020,TV-Y,2 Seasons,Kids' TV,2,season,"['""Kids TV""']",Netflix
s2183,Movie,Tumi or not Tumi,2020,TV-MA,72 min,Stand-Up Comedy,72,min,['Comedy'],Netflix
s2184,Movie,What Keeps You Alive,2018,R,99 min,"LGBTQ Movies, Thrillers",99,min,['Other'],Netflix
s2185,TV Show,Get Even,2020,TV-PG,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",1,season,['International'],Netflix
s2186,Movie,Latte and the Magic Waterstone,2020,TV-Y,83 min,"Children & Family Movies, Comedies",83,min,['Kids'],Netflix
s2187,Movie,Raat Akeli Hai,2020,TV-MA,150 min,"Dramas, International Movies, Thrillers",150,min,['Drama'],Netflix
s2188,Movie,Seriously Single,2020,TV-MA,108 min,"Comedies, International Movies, Romantic Movies",108,min,['Comedy'],Netflix
s2189,Movie,Sugar High,2020,TV-G,44 min,Children & Family Movies,44,min,['Kids'],Netflix
s2190,TV Show,Sugar Rush,2020,TV-PG,3 Seasons,Reality TV,3,season,['Reality'],Netflix
s2191,TV Show,The Umbrella Academy,2020,TV-14,2 Seasons,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",2,season,['Action/Thriller'],Netflix
s2192,Movie,Retablo,2017,TV-MA,102 min,"Dramas, International Movies",102,min,['Drama'],Netflix
s2193,TV Show,Transformers: War For Cybertron Trilogy,2020,TV-Y7,1 Season,Anime Series,1,season,['Sci-Fi/Fantasy'],Netflix
s2194,Movie,Uma Maheswara Ugra Roopasya,2020,TV-MA,137 min,"Comedies, Dramas, Independent Movies",137,min,['Comedy'],Netflix
s2195,TV Show,Unlucky Ploy,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,season,['International'],Netflix
s2196,Movie,It's Her Day,2016,TV-MA,112 min,"Comedies, International Movies, Romantic Movies",112,min,['Comedy'],Netflix
s2197,Movie,Redemption,2019,TV-MA,102 min,"Dramas, International Movies, Thrillers",102,min,['Drama'],Netflix
s2198,Movie,Shine Your Eyes,2020,TV-MA,103 min,"Dramas, Independent Movies, International Movies",103,min,['Drama'],Netflix
s2199,Movie,The Hater,2020,TV-MA,136 min,"Dramas, International Movies, Thrillers",136,min,['Drama'],Netflix
s2200,Movie,The Speed Cubers,2020,TV-PG,41 min,Documentaries,41,min,['Documentary'],Netflix
s2201,Movie,Tread,2019,TV-MA,88 min,Documentaries,88,min,['Documentary'],Netflix
s2202,TV Show,Last Chance U,2020,TV-MA,5 Seasons,Docuseries,5,season,['Documentary'],Netflix
s2203,Movie,Banana Split,2020,TV-MA,84 min,"Comedies, Dramas, Independent Movies",84,min,['Comedy'],Netflix
s2204,TV Show,Shameless (U.S.),2019,TV-MA,10 Seasons,"TV Comedies, TV Dramas",10,season,['Comedy'],Netflix
s2205,Movie,Door Ke Darshan,2020,TV-14,114 min,"Comedies, International Movies",114,min,['Comedy'],Netflix
s2206,Movie,Double World,2020,TV-14,110 min,"Action & Adventure, International Movies",110,min,['Action/Thriller'],Netflix
s2207,Movie,Project Marathwada,2016,TV-MA,103 min,"Dramas, Independent Movies, International Movies",103,min,['Drama'],Netflix
s2208,Movie,Animal Crackers,2020,TV-Y7,106 min,"Children & Family Movies, Comedies",106,min,['Kids'],Netflix
s2209,Movie,Dragons: Rescue Riders: Secrets of the Songwing,2020,TV-Y,46 min,"Children & Family Movies, Comedies",46,min,['Kids'],Netflix
s2210,Movie,Nimbe,2019,TV-MA,115 min,"Dramas, International Movies",115,min,['Drama'],Netflix
s2211,Movie,Offering to the Storm,2020,TV-MA,140 min,"International Movies, Thrillers",140,min,['International'],Netflix
s2212,Movie,Romance Doll,2020,TV-MA,124 min,"Dramas, International Movies, Romantic Movies",124,min,['Drama'],Netflix
s2213,TV Show,Sing On! Spain,2020,TV-G,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",1,season,['International'],Netflix
s2214,Movie,The Kissing Booth 2,2020,TV-14,133 min,"Comedies, Romantic Movies",133,min,['Comedy'],Netflix
s2215,TV Show,Sinatra: All or Nothing at All,2015,TV-14,1 Season,Docuseries,1,season,['Documentary'],Netflix
s2216,Movie,The Larva Island Movie,2020,TV-Y7,91 min,"Children & Family Movies, Comedies",91,min,['Kids'],Netflix
s2217,Movie,The Letter Reader,2019,TV-PG,30 min,"Dramas, International Movies",30,min,['Drama'],Netflix
s2218,TV Show,Fear City: New York vs The Mafia,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",1,season,['Action/Thriller'],Netflix
s2219,TV Show,Norsemen,2020,TV-MA,3 Seasons,"International TV Shows, TV Comedies",3,season,['International'],Netflix
s2220,Movie,The Remix: Hip Hop X Fashion,2019,TV-MA,67 min,"Documentaries, Music & Musicals",67,min,['Documentary'],Netflix
s2221,Movie,Ip Man 4: The Finale,2019,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",105,min,['Action/Thriller'],Netflix
s2222,Movie,Jack Whitehall: I'm Only Joking,2020,TV-MA,58 min,Stand-Up Comedy,58,min,['Comedy'],Netflix
s2223,TV Show,Street Food: Latin America,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",1,season,['Documentary'],Netflix
s2224,TV Show,Killer Women with Piers Morgan,2017,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",1,season,['International'],Netflix
s2225,Movie,Funan,2018,TV-14,87 min,"Dramas, International Movies",87,min,['Drama'],Netflix
s2226,TV Show,Gigantosaurus,2019,TV-Y,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s2227,TV Show,Single Wives,2018,TV-MA,1 Season,"Reality TV, Romantic TV Shows",1,season,['Reality'],Netflix
s2228,TV Show,Cursed,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",1,season,['Action/Thriller'],Netflix
s2229,Movie,Father Soldier Son,2020,R,100 min,Documentaries,100,min,['Documentary'],Netflix
s2230,TV Show,In The Dark,2020,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",2,season,['Action/Thriller'],Netflix
s2231,TV Show,Kissing Game,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",1,season,['International'],Netflix
s2232,Movie,The Millions,2019,TV-MA,95 min,"Comedies, International Movies",95,min,['Comedy'],Netflix
s2233,Movie,Fatal Affair,2020,TV-14,90 min,Thrillers,90,min,['Action/Thriller'],Netflix
s2234,Movie,MILF,2018,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",102,min,['Comedy'],Netflix
s2235,Movie,Cold Feet,2019,TV-14,98 min,"Dramas, International Movies, Romantic Movies",98,min,['Drama'],Netflix
s2236,TV Show,Dark Desire,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,season,['Action/Thriller'],Netflix
s2237,Movie,Little Singham: Legend of Dugabakka,2020,TV-Y7,68 min,"Children & Family Movies, Comedies",68,min,['Kids'],Netflix
s2238,TV Show,Skin Decision: Before and After,2020,TV-MA,1 Season,"Reality TV, Science & Nature TV",1,season,['Reality'],Netflix
s2239,TV Show,Sunny Bunnies,2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",2,season,['International'],Netflix
s2240,Movie,Sylvia,2018,TV-14,104 min,"Dramas, International Movies, Thrillers",104,min,['Drama'],Netflix
s2241,Movie,The Players,2020,TV-MA,89 min,"Comedies, International Movies",89,min,['Comedy'],Netflix
s2242,TV Show,The Business of Drugs,2020,TV-MA,1 Season,Docuseries,1,season,['Documentary'],Netflix
s2243,Movie,Urzila Carlson: Overqualified Loser,2020,TV-MA,62 min,Stand-Up Comedy,62,min,['Comedy'],Netflix
s2244,Movie,We Are One,2020,TV-MA,86 min,"Documentaries, International Movies, Music & Musicals",86,min,['Documentary'],Netflix
s2245,Movie,Hole in the Wall,2016,TV-MA,104 min,"Dramas, International Movies",104,min,['Drama'],Netflix
s2246,TV Show,Dating Around: Brazil,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",1,season,['International'],Netflix
s2247,TV Show,Down to Earth with Zac Efron,2020,TV-PG,1 Season,"Docuseries, Reality TV, Science & Nature TV",1,season,['Documentary'],Netflix
s2248,Movie,Mama's Boy,2018,TV-14,101 min,"Comedies, International Movies",101,min,['Comedy'],Netflix
s2249,Movie,The Claudia Kishi Club,2020,TV-14,17 min,Documentaries,17,min,['Documentary'],Netflix
s2250,TV Show,The Epic Tales of Captain Underpants in Space,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",1,season,"['""Kids TV""']",Netflix
s2251,Movie,The Old Guard,2020,R,126 min,Action & Adventure,126,min,['Action/Thriller'],Netflix
s2252,TV Show,The Twelve,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s2253,Movie,Your Excellency,2019,TV-G,120 min,"Comedies, International Movies",120,min,['Comedy'],Netflix
s2254,TV Show,Japan Sinks: 2020,2020,TV-MA,1 Season,"Anime Series, International TV Shows",1,season,['Sci-Fi/Fantasy'],Netflix
s2255,TV Show,The Protector,2020,TV-MA,4 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure",4,season,['International'],Netflix
s2256,TV Show,Was It Love?,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",1,season,['International'],Netflix
s2257,Movie,Born Racer,2018,R,89 min,"Documentaries, Sports Movies",89,min,['Documentary'],Netflix
s2258,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,2020,TV-14,96 min,"Documentaries, LGBTQ Movies",96,min,['Documentary'],Netflix
s2259,TV Show,Stateless,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s2260,Movie,The Long Dumb Road,2018,R,91 min,"Comedies, Independent Movies",91,min,['Comedy'],Netflix
s2261,Movie,Dr. Seuss' The Lorax,2012,PG,86 min,Children & Family Movies,86,min,['Kids'],Netflix
s2262,Movie,Jim Jefferies: Intolerant,2020,TV-MA,67 min,Stand-Up Comedy,67,min,['Comedy'],Netflix
s2263,Movie,A Kid from Coney Island,2019,TV-MA,89 min,"Documentaries, Sports Movies",89,min,['Documentary'],Netflix
s2264,Movie,PNL - Dans la légende tour,2020,TV-MA,65 min,"International Movies, Music & Musicals",65,min,['International'],Netflix
s2265,Movie,Aiyyaa,2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals",151,min,['Comedy'],Netflix
s2266,Movie,Bbuddah Hoga Terra Baap,2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas",116,min,['Action/Thriller'],Netflix
s2267,Movie,Blood Money,2012,TV-14,110 min,"Dramas, International Movies, Romantic Movies",110,min,['Drama'],Netflix
s2268,Movie,Bombay Talkies,2013,TV-MA,123 min,"Dramas, International Movies",123,min,['Drama'],Netflix
s2269,Movie,Boss,2013,TV-14,139 min,"Action & Adventure, Comedies, Dramas",139,min,['Action/Thriller'],Netflix
