client_id,backward_count,total_transitions,error_rate,clnt_age,Variation
2846646,0,4.0,0.0,46.5,Control
2846662,1,5.0,0.2,41.0,Control
2846778,0,4.0,0.0,48.5,Test
2847433,0,0.0,0.0,62.0,Control
2847496,5,12.0,0.4166666666666667,33.5,Test
2847543,0,4.0,0.0,27.5,Test
2847822,1,6.0,0.16666666666666666,43.5,Control
2848615,0,4.0,0.0,36.5,Control
2848642,0,0.0,0.0,48.0,Control
2848710,1,7.0,0.14285714285714285,65.0,Test
2848749,1,7.0,0.14285714285714285,72.0,Control
2848798,1,5.0,0.2,66.5,Control
2849164,0,0.0,0.0,61.0,Control
2849180,1,4.0,0.25,61.0,Control
2849212,4,10.0,0.4,28.5,Test
2849792,3,3.0,1.0,49.0,Control
2849820,0,4.0,0.0,29.5,Test
2849825,2,6.0,0.3333333333333333,58.5,Test
2850288,0,4.0,0.0,29.5,Control
2850353,1,6.0,0.16666666666666666,61.5,Test
2850387,0,4.0,0.0,44.5,Control
2850550,0,0.0,0.0,60.0,Test
2850674,0,1.0,0.0,22.5,Test
2850748,0,0.0,0.0,57.0,Control
2850940,1,5.0,0.2,58.5,Test
2852145,0,3.0,0.0,25.5,Test
2852158,1,4.0,0.25,63.0,Test
2852339,1,6.0,0.16666666666666666,65.0,Test
2852455,2,10.0,0.2,59.5,Test
2852533,2,6.0,0.3333333333333333,61.5,Test
2852661,1,2.0,0.5,72.0,Control
2852913,9,19.0,0.47368421052631576,50.5,Test
2852997,1,5.0,0.2,49.5,Control
2853086,0,4.0,0.0,33.5,Test
2853115,0,4.0,0.0,27.5,Control
2853210,0,2.0,0.0,26.0,Test
2853248,0,4.0,0.0,33.5,Test
2853271,3,9.0,0.3333333333333333,64.5,Control
2853895,6,10.0,0.6,59.0,Control
2854270,0,4.0,0.0,40.5,Test
2854377,0,1.0,0.0,48.0,Test
2854435,0,4.0,0.0,51.5,Test
2854662,2,6.0,0.3333333333333333,60.0,Test
2854823,3,10.0,0.3,63.5,Test
2854923,1,4.0,0.25,55.0,Test
2854927,0,4.0,0.0,62.5,Test
2855134,0,4.0,0.0,62.5,Control
2855654,8,11.0,0.7272727272727273,25.0,Control
2855888,2,11.0,0.18181818181818182,50.0,Control
2856133,0,0.0,0.0,58.0,Control
2856330,1,5.0,0.2,54.0,Test
2856502,0,4.0,0.0,49.5,Test
2856567,3,5.0,0.6,74.0,Control
2856648,1,1.0,1.0,40.0,Test
2856778,1,5.0,0.2,56.5,Test
2856801,1,5.0,0.2,33.0,Test
2857079,0,4.0,0.0,44.0,Test
2857106,0,4.0,0.0,63.5,Control
2857152,1,6.0,0.16666666666666666,54.5,Test
2857405,0,0.0,0.0,41.0,Control
2857733,2,8.0,0.25,65.0,Test
2857759,1,7.0,0.14285714285714285,72.5,Control
2858015,0,3.0,0.0,37.0,Test
2858338,1,5.0,0.2,35.5,Test
2858412,4,8.0,0.5,61.5,Test
2858455,2,6.0,0.3333333333333333,57.5,Test
2858504,2,8.0,0.25,60.5,Test
2858665,1,5.0,0.2,27.5,Test
2858768,0,1.0,0.0,77.0,Control
2858813,4,13.0,0.3076923076923077,53.5,Control
2858874,0,4.0,0.0,40.5,Control
2858890,0,3.0,0.0,23.0,Control
2859040,1,5.0,0.2,96.0,Test
2859064,0,4.0,0.0,56.5,Control
2859751,0,4.0,0.0,48.0,Control
2859899,0,4.0,0.0,47.5,Control
2860247,3,7.0,0.42857142857142855,41.0,Control
2860327,1,2.0,0.5,54.0,Test
2860895,0,4.0,0.0,43.5,Test
2861194,5,7.0,0.7142857142857143,46.0,Test
2861330,1,9.0,0.1111111111111111,62.5,Control
2861609,0,3.0,0.0,78.0,Control
2861792,0,4.0,0.0,47.0,Test
2862693,1,5.0,0.2,32.0,Test
2863254,0,4.0,0.0,63.5,Test
2863255,0,0.0,0.0,33.0,Control
2863341,3,11.0,0.2727272727272727,46.5,Test
2863360,1,4.0,0.25,70.0,Control
2863472,0,2.0,0.0,70.0,Test
2863515,4,12.0,0.3333333333333333,64.5,Test
2863539,0,0.0,0.0,44.0,Control
2863786,0,4.0,0.0,41.5,Control
2864159,0,0.0,0.0,69.0,Control
2864415,0,4.0,0.0,39.5,Control
2864960,1,4.0,0.25,25.0,Control
2865370,5,14.0,0.35714285714285715,36.0,Test
2865677,3,6.0,0.5,38.0,Control
2866128,4,13.0,0.3076923076923077,34.5,Control
2866431,0,4.0,0.0,30.0,Test
2866434,0,4.0,0.0,59.5,Control
2866462,0,3.0,0.0,53.0,Control
2866503,0,4.0,0.0,64.5,Control
2866523,0,4.0,0.0,40.5,Control
2866632,3,7.0,0.42857142857142855,55.5,Control
2866707,1,6.0,0.16666666666666666,47.5,Test
2866912,6,13.0,0.46153846153846156,59.5,Control
2867628,5,8.0,0.625,65.0,Control
2868319,2,4.0,0.5,55.0,Test
2868548,3,6.0,0.5,67.0,Control
2869034,1,6.0,0.16666666666666666,55.5,Test
2869244,0,4.0,0.0,37.5,Test
2869375,0,4.0,0.0,51.5,Test
2869384,0,3.0,0.0,66.0,Test
2869395,1,5.0,0.2,27.5,Test
2870012,0,0.0,0.0,46.0,Control
2870176,0,4.0,0.0,64.5,Test
2870521,0,4.0,0.0,39.5,Test
2870539,2,9.0,0.2222222222222222,64.5,Test
2870699,0,4.0,0.0,26.5,Test
2871256,0,4.0,0.0,43.0,Test
2871721,12,23.0,0.5217391304347826,62.5,Test
2871926,3,4.0,0.75,26.0,Control
2872086,1,1.0,1.0,32.0,Test
2872157,1,6.0,0.16666666666666666,26.5,Test
2872224,0,2.0,0.0,24.0,Test
2872953,1,7.0,0.14285714285714285,18.5,Test
2873060,0,4.0,0.0,25.5,Test
2873671,0,4.0,0.0,50.5,Test
2873709,0,3.0,0.0,70.0,Control
2873827,1,5.0,0.2,30.0,Control
2874779,0,4.0,0.0,86.5,Test
2874909,3,7.0,0.42857142857142855,26.0,Control
2874925,0,4.0,0.0,23.5,Test
2874933,3,8.0,0.375,27.0,Control
2875143,0,4.0,0.0,28.5,Control
2875217,0,4.0,0.0,57.5,Test
2875223,1,4.0,0.25,32.0,Control
2875466,0,4.0,0.0,52.0,Test
2875540,1,7.0,0.14285714285714285,24.5,Test
2875988,1,6.0,0.16666666666666666,54.0,Control
2876027,0,0.0,0.0,49.0,Control
2876118,2,7.0,0.2857142857142857,58.5,Test
2876251,3,9.0,0.3333333333333333,50.0,Control
2876364,2,7.0,0.2857142857142857,36.5,Test
2876608,4,10.0,0.4,71.0,Test
2876848,2,7.0,0.2857142857142857,57.5,Test
2876859,2,7.0,0.2857142857142857,54.0,Test
2876901,2,10.0,0.2,54.0,Test
2877141,0,4.0,0.0,69.5,Test
2877157,3,3.0,1.0,46.0,Control
2877305,0,4.0,0.0,68.5,Test
2877389,1,1.0,1.0,37.0,Test
2877612,0,4.0,0.0,30.5,Control
2877692,0,4.0,0.0,36.5,Test
2877728,4,9.0,0.4444444444444444,34.0,Control
2878094,0,0.0,0.0,53.0,Control
2878171,1,4.0,0.25,42.5,Test
2878339,0,4.0,0.0,46.5,Control
2878434,0,4.0,0.0,52.5,Control
2878715,0,4.0,0.0,55.5,Control
2878870,0,1.0,0.0,61.0,Control
2878898,1,5.0,0.2,58.5,Test
2879347,3,10.0,0.3,29.5,Control
2879531,3,8.0,0.375,58.5,Control
2879592,5,14.0,0.35714285714285715,79.5,Test
2880251,2,6.0,0.3333333333333333,28.5,Test
2880593,0,4.0,0.0,29.5,Test
2880714,1,9.0,0.1111111111111111,62.5,Control
2881353,2,2.0,1.0,40.0,Test
2881420,0,0.0,0.0,24.0,Control
2881524,1,5.0,0.2,33.5,Test
2881693,3,7.0,0.42857142857142855,27.0,Test
2881753,0,4.0,0.0,43.0,Control
2882001,0,5.0,0.0,64.5,Control
2882250,1,7.0,0.14285714285714285,68.5,Test
2882304,0,3.0,0.0,29.5,Test
2882324,0,4.0,0.0,73.0,Test
2882439,0,3.0,0.0,61.0,Test
2882702,1,5.0,0.2,44.0,Control
2882758,2,8.0,0.25,30.0,Control
2883141,1,5.0,0.2,34.5,Control
2883168,0,4.0,0.0,59.5,Test
2883620,0,4.0,0.0,29.5,Test
2883982,0,1.0,0.0,63.0,Test
2884220,0,4.0,0.0,36.5,Test
2884295,0,0.0,0.0,48.0,Control
2884298,0,4.0,0.0,44.5,Control
2884308,0,4.0,0.0,44.5,Test
2884350,3,3.0,1.0,55.0,Control
2885113,0,4.0,0.0,25.0,Test
2885193,1,1.0,1.0,43.0,Test
2885371,0,3.0,0.0,37.0,Test
2885694,2,6.0,0.3333333333333333,33.5,Test
2886145,1,5.0,0.2,42.5,Test
2886170,0,4.0,0.0,20.0,Test
2886311,2,6.0,0.3333333333333333,62.5,Test
2886322,2,2.0,1.0,22.0,Control
2886641,5,13.0,0.38461538461538464,64.0,Test
2887559,3,4.0,0.75,57.0,Control
2887817,0,4.0,0.0,42.5,Test
2888193,0,4.0,0.0,25.5,Control
2888308,0,1.0,0.0,36.0,Test
2888391,0,7.0,0.0,59.5,Control
2888690,2,3.0,0.6666666666666666,52.0,Control
2888974,0,4.0,0.0,20.0,Test
2889049,13,31.0,0.41935483870967744,51.5,Control
2889072,0,4.0,0.0,54.5,Test
2889621,0,4.0,0.0,59.5,Control
2889627,6,14.0,0.42857142857142855,70.5,Test
2889903,0,4.0,0.0,65.5,Test
2889999,5,12.0,0.4166666666666667,62.5,Control
2890412,0,4.0,0.0,28.5,Control
2890508,2,9.0,0.2222222222222222,25.5,Control
2890603,0,4.0,0.0,57.5,Test
2890662,0,0.0,0.0,48.0,Test
2890687,0,0.0,0.0,60.0,Test
2891006,0,4.0,0.0,27.5,Control
2891068,2,5.0,0.4,86.0,Control
2891163,0,4.0,0.0,67.5,Control
2891436,0,4.0,0.0,36.5,Control
2891474,3,3.0,1.0,41.0,Test
2891606,0,4.0,0.0,32.0,Control
2892152,2,8.0,0.25,36.0,Test
2892201,1,6.0,0.16666666666666666,61.5,Control
2892356,2,4.0,0.5,57.0,Test
2892443,1,4.0,0.25,75.0,Control
2892738,0,4.0,0.0,73.0,Control
2892822,0,4.0,0.0,57.5,Test
2892955,0,5.0,0.0,69.5,Test
2893361,0,4.0,0.0,32.5,Control
2893623,0,4.0,0.0,17.5,Control
2894209,0,4.0,0.0,50.0,Test
2894471,1,5.0,0.2,45.5,Test
2894519,6,14.0,0.42857142857142855,32.0,Control
2894620,2,4.0,0.5,35.0,Control
2894722,0,4.0,0.0,44.5,Control
2894932,0,1.0,0.0,22.0,Test
2894934,5,8.0,0.625,56.0,Test
2894996,0,4.0,0.0,49.5,Control
2895726,0,4.0,0.0,33.5,Control
2895782,6,8.0,0.75,57.0,Control
2896084,1,1.0,1.0,36.0,Test
2896504,0,1.0,0.0,27.0,Control
2896701,0,0.0,0.0,29.0,Test
2896725,0,4.0,0.0,35.0,Control
2896887,0,4.0,0.0,56.5,Control
2896984,0,4.0,0.0,58.5,Control
2897015,2,6.0,0.3333333333333333,33.0,Test
2897189,0,4.0,0.0,31.5,Test
2897282,0,4.0,0.0,79.5,Control
2897971,5,11.0,0.45454545454545453,30.0,Test
2898010,2,6.0,0.3333333333333333,70.5,Control
2898136,0,0.0,0.0,40.0,Control
2898308,0,4.0,0.0,33.5,Test
2898460,0,4.0,0.0,32.5,Test
2898532,1,6.0,0.16666666666666666,39.5,Control
2898817,0,5.0,0.0,45.5,Control
2898903,2,7.0,0.2857142857142857,29.0,Control
2898999,0,4.0,0.0,63.5,Control
2899242,0,0.0,0.0,60.0,Test
2899509,0,4.0,0.0,46.5,Test
2899980,0,4.0,0.0,36.5,Test
2900085,0,3.0,0.0,52.0,Control
2900178,1,5.0,0.2,82.5,Test
2900275,0,4.0,0.0,26.5,Test
2900755,0,4.0,0.0,40.0,Test
2900782,0,3.0,0.0,26.0,Control
2901290,0,4.0,0.0,46.5,Test
2901726,2,6.0,0.3333333333333333,59.5,Control
2901829,2,7.0,0.2857142857142857,34.5,Control
2902157,0,1.0,0.0,68.0,Test
2902236,0,1.0,0.0,45.0,Test
2902292,1,4.0,0.25,58.0,Test
2902418,6,14.0,0.42857142857142855,48.0,Test
2902489,0,0.0,0.0,42.0,Control
2902628,0,4.0,0.0,37.5,Control
2902655,0,4.0,0.0,67.5,Test
2902755,2,5.0,0.4,60.0,Test
2903115,0,4.0,0.0,37.5,Control
2903228,2,7.0,0.2857142857142857,32.5,Control
2903318,1,5.0,0.2,62.5,Test
2903383,11,33.0,0.3333333333333333,71.5,Test
2903616,0,4.0,0.0,37.5,Test
2903686,1,5.0,0.2,52.5,Test
2903734,0,4.0,0.0,22.5,Control
2903954,2,6.0,0.3333333333333333,41.5,Test
2904153,0,0.0,0.0,48.0,Control
2904219,1,1.0,1.0,58.0,Test
2904767,0,4.0,0.0,25.5,Test
2905232,0,4.0,0.0,56.5,Control
2905307,0,4.0,0.0,66.5,Test
2905387,0,4.0,0.0,24.5,Test
2905481,1,6.0,0.16666666666666666,74.5,Control
2905655,0,4.0,0.0,44.5,Test
2905735,1,4.0,0.25,46.0,Test
2906027,4,14.0,0.2857142857142857,51.5,Control
2906088,0,4.0,0.0,67.0,Test
2906154,0,2.0,0.0,59.0,Control
2906540,1,3.0,0.3333333333333333,31.0,Test
2906578,2,9.0,0.2222222222222222,28.5,Test
2906777,0,4.0,0.0,71.5,Test
2907112,0,4.0,0.0,47.5,Control
2907116,3,5.0,0.6,19.0,Control
2907212,0,0.0,0.0,58.5,Test
2907218,0,4.0,0.0,35.5,Control
2907270,0,0.0,0.0,39.0,Control
2907284,3,6.0,0.5,57.0,Control
2907303,4,8.0,0.5,75.5,Control
2907522,0,4.0,0.0,57.5,Test
2907733,0,4.0,0.0,31.5,Test
2908055,0,4.0,0.0,21.5,Test
2908142,6,13.0,0.46153846153846156,57.0,Control
2908177,1,5.0,0.2,66.5,Test
2908364,0,1.0,0.0,56.0,Control
2908396,1,2.0,0.5,49.0,Test
2908510,1,3.0,0.3333333333333333,34.0,Control
2908566,0,0.0,0.0,63.0,Test
2909102,0,4.0,0.0,48.5,Test
2909272,1,5.0,0.2,51.5,Control
2909421,3,11.0,0.2727272727272727,54.5,Control
2909998,1,8.0,0.125,28.5,Test
2910062,0,4.0,0.0,51.0,Test
2910449,0,4.0,0.0,25.5,Control
2910644,0,4.0,0.0,60.0,Test
2911002,1,5.0,0.2,44.5,Test
2911049,0,4.0,0.0,59.5,Control
2911179,0,4.0,0.0,49.0,Test
2911193,0,4.0,0.0,70.5,Control
2911416,0,4.0,0.0,50.5,Control
2911637,0,0.0,0.0,37.0,Control
2911975,1,7.0,0.14285714285714285,52.5,Control
2911997,1,4.0,0.25,44.0,Test
2912218,0,4.0,0.0,25.5,Control
2912399,1,6.0,0.16666666666666666,21.5,Test
2912466,0,0.0,0.0,32.0,Control
2912507,1,6.0,0.16666666666666666,43.5,Test
2912521,1,2.0,0.5,67.0,Control
2913074,0,4.0,0.0,65.5,Test
2913092,0,4.0,0.0,33.5,Control
2913213,0,1.0,0.0,45.0,Control
2913291,1,4.0,0.25,64.0,Test
2913503,0,4.0,0.0,63.5,Control
2913555,0,4.0,0.0,45.5,Test
2913577,10,21.0,0.47619047619047616,20.0,Test
2913667,0,3.0,0.0,61.0,Test
2914011,0,4.0,0.0,42.5,Test
2914362,1,4.0,0.25,67.0,Test
2914747,1,2.0,0.5,63.0,Test
2914951,1,2.0,0.5,45.0,Test
2914974,2,4.0,0.5,67.0,Test
2915003,4,10.0,0.4,47.0,Control
2915029,0,4.0,0.0,28.5,Test
2915335,0,4.0,0.0,53.5,Test
2915433,0,4.0,0.0,56.5,Test
2915540,1,1.0,1.0,57.0,Control
2915635,0,4.0,0.0,21.5,Test
2915875,1,5.0,0.2,62.0,Test
2915887,1,5.0,0.2,34.0,Control
2916530,0,4.0,0.0,48.0,Control
2916728,0,4.0,0.0,34.5,Test
2916890,1,2.0,0.5,25.0,Control
2917069,1,4.0,0.25,29.0,Control
2917410,0,4.0,0.0,31.5,Control
2917495,0,4.0,0.0,53.5,Control
2917814,1,9.0,0.1111111111111111,27.5,Test
2917969,0,3.0,0.0,63.5,Test
2918312,0,4.0,0.0,33.5,Control
2918665,0,4.0,0.0,45.5,Control
2918674,0,4.0,0.0,48.5,Test
2918728,0,4.0,0.0,30.5,Test
2918922,0,4.0,0.0,60.5,Control
2919531,0,2.0,0.0,54.0,Control
2919562,0,0.0,0.0,72.0,Test
2919624,0,4.0,0.0,25.5,Test
2919639,0,4.0,0.0,37.5,Test
2919916,0,4.0,0.0,30.5,Test
2920041,1,7.0,0.14285714285714285,66.5,Test
2920044,1,7.0,0.14285714285714285,31.5,Control
2920218,0,0.0,0.0,65.0,Test
2920410,0,4.0,0.0,29.5,Control
2920485,0,4.0,0.0,29.0,Test
2920551,2,9.0,0.2222222222222222,36.5,Test
2920915,0,4.0,0.0,18.5,Control
2921094,4,9.0,0.4444444444444444,55.0,Test
2921435,0,9.0,0.0,65.0,Test
2921463,0,4.0,0.0,26.0,Test
2921499,2,6.0,0.3333333333333333,55.5,Test
2922012,7,10.0,0.7,27.0,Control
2922511,1,1.0,1.0,38.0,Test
2922541,1,6.0,0.16666666666666666,44.5,Test
2922633,0,4.0,0.0,38.5,Control
2922703,0,4.0,0.0,67.5,Control
2922807,1,5.0,0.2,59.0,Control
2923048,4,8.0,0.5,60.5,Test
2923145,0,4.0,0.0,31.0,Control
2923234,2,5.0,0.4,69.0,Test
2923314,2,10.0,0.2,35.0,Test
2923342,1,3.0,0.3333333333333333,68.0,Control
2923439,3,10.0,0.3,21.5,Test
2923510,1,6.0,0.16666666666666666,67.0,Test
2924134,2,6.0,0.3333333333333333,45.0,Control
2925255,0,7.0,0.0,64.5,Control
2925307,0,3.0,0.0,53.0,Control
2925771,3,4.0,0.75,21.0,Test
2926160,4,8.0,0.5,50.0,Control
2926457,0,0.0,0.0,57.0,Test
2926568,0,3.0,0.0,78.0,Control
2926621,0,4.0,0.0,30.5,Test
2926683,2,6.0,0.3333333333333333,48.5,Control
2927088,0,4.0,0.0,59.5,Test
2927272,0,4.0,0.0,29.0,Test
2927426,1,1.0,1.0,51.0,Test
2927484,0,4.0,0.0,29.5,Test
2927910,2,4.0,0.5,53.0,Test
2928002,2,8.0,0.25,48.5,Control
2928028,0,3.0,0.0,66.0,Test
2928156,0,4.0,0.0,49.5,Test
2928369,5,13.0,0.38461538461538464,58.5,Control
2928400,0,0.0,0.0,61.0,Control
2928495,0,4.0,0.0,59.5,Test
2928968,1,6.0,0.16666666666666666,60.5,Test
2929334,1,7.0,0.14285714285714285,35.5,Test
2929982,1,5.0,0.2,24.5,Test
2930101,1,7.0,0.14285714285714285,41.5,Control
2930510,1,7.0,0.14285714285714285,64.0,Test
2930525,2,3.0,0.6666666666666666,22.0,Test
2931057,0,4.0,0.0,46.0,Control
2931459,0,3.0,0.0,59.0,Test
2931528,0,4.0,0.0,20.5,Control
2931629,6,9.0,0.6666666666666666,62.0,Test
2931649,1,2.0,0.5,40.0,Test
2932023,0,1.0,0.0,63.0,Control
2933245,1,6.0,0.16666666666666666,25.5,Test
2933555,0,4.0,0.0,40.5,Test
2933843,1,5.0,0.2,40.5,Control
2933864,3,10.0,0.3,51.0,Control
2934006,0,4.0,0.0,35.5,Control
2934436,0,4.0,0.0,38.5,Test
2934452,1,2.0,0.5,50.0,Control
2934470,1,9.0,0.1111111111111111,62.5,Control
2934738,10,18.0,0.5555555555555556,67.5,Test
2934858,1,3.0,0.3333333333333333,72.0,Test
2934958,0,4.0,0.0,56.5,Test
2935066,2,6.0,0.3333333333333333,65.5,Test
2935311,0,4.0,0.0,66.0,Control
2935462,0,4.0,0.0,65.0,Test
2935751,1,1.0,1.0,61.0,Control
2935833,2,6.0,0.3333333333333333,48.0,Control
2936364,0,4.0,0.0,48.5,Control
2936450,2,5.0,0.4,26.0,Test
2936546,1,1.0,1.0,45.0,Control
2936563,0,4.0,0.0,46.0,Test
2937318,1,1.0,1.0,31.0,Test
2937341,2,10.0,0.2,41.5,Test
2937584,0,0.0,0.0,38.0,Test
2937724,0,4.0,0.0,40.5,Control
2937783,5,9.0,0.5555555555555556,54.0,Control
2937954,5,13.0,0.38461538461538464,33.5,Test
2938090,1,1.0,1.0,50.0,Control
2938239,3,8.0,0.375,49.5,Test
2938423,1,6.0,0.16666666666666666,36.5,Control
2938439,2,3.0,0.6666666666666666,21.0,Control
2938714,1,5.0,0.2,65.5,Test
2938762,0,4.0,0.0,81.5,Control
2938798,0,4.0,0.0,34.5,Test
2938904,2,6.0,0.3333333333333333,43.5,Test
2939151,2,7.0,0.2857142857142857,52.5,Test
2939492,1,4.0,0.25,67.0,Test
2939579,1,6.0,0.16666666666666666,19.5,Control
2939759,0,0.0,0.0,33.0,Test
2939962,0,4.0,0.0,62.0,Test
2940022,1,6.0,0.16666666666666666,59.5,Control
2940782,1,3.0,0.3333333333333333,56.0,Control
2940929,0,0.0,0.0,70.0,Test
2941236,3,4.0,0.75,62.0,Test
2941394,0,4.0,0.0,67.0,Test
2941566,0,0.0,0.0,56.0,Test
2941700,0,0.0,0.0,66.0,Control
2941743,0,4.0,0.0,27.0,Test
2941981,4,8.0,0.5,51.5,Test
2941991,4,14.0,0.2857142857142857,45.5,Test
2942135,0,4.0,0.0,68.5,Test
2942468,1,6.0,0.16666666666666666,44.5,Control
2942633,1,6.0,0.16666666666666666,55.0,Control
2942725,0,4.0,0.0,64.5,Test
2942905,0,4.0,0.0,55.5,Control
2943380,0,3.0,0.0,42.0,Test
2943867,1,5.0,0.2,58.0,Test
2944383,0,4.0,0.0,43.5,Control
2944439,0,0.0,0.0,34.0,Test
2944544,1,4.0,0.25,66.0,Test
2944846,0,0.0,0.0,31.0,Test
2944878,0,4.0,0.0,37.5,Test
2945260,0,3.0,0.0,21.0,Control
2945563,0,4.0,0.0,64.5,Test
2945669,1,7.0,0.14285714285714285,40.5,Control
2945880,0,4.0,0.0,43.5,Control
2946292,1,1.0,1.0,86.0,Control
2946301,1,5.0,0.2,26.5,Control
2946499,0,0.0,0.0,68.0,Control
2946707,0,4.0,0.0,35.5,Test
2946745,1,3.0,0.3333333333333333,54.0,Test
2946761,1,6.0,0.16666666666666666,60.5,Control
2946784,0,7.0,0.0,45.0,Test
2946845,0,4.0,0.0,48.5,Control
2946941,13,28.0,0.4642857142857143,25.0,Test
2947302,0,4.0,0.0,50.5,Control
2947364,5,6.0,0.8333333333333334,31.0,Test
2947410,4,10.0,0.4,68.0,Test
2947592,1,1.0,1.0,38.0,Test
2947829,2,9.0,0.2222222222222222,84.0,Control
2947955,0,2.0,0.0,42.0,Control
2948165,1,7.0,0.14285714285714285,61.5,Test
2948485,0,4.0,0.0,64.5,Test
2948504,1,1.0,1.0,46.0,Control
2948707,2,7.0,0.2857142857142857,66.5,Control
2948735,2,6.0,0.3333333333333333,52.5,Test
2948903,2,2.0,1.0,65.0,Test
2949083,0,0.0,0.0,63.0,Control
2949303,0,4.0,0.0,69.5,Test
2949340,0,4.0,0.0,53.5,Test
2949346,0,6.0,0.0,58.0,Control
2949523,0,5.0,0.0,32.5,Control
2949607,1,5.0,0.2,48.5,Control
2949963,0,4.0,0.0,50.0,Test
2950030,3,13.0,0.23076923076923078,49.0,Control
2950065,0,4.0,0.0,60.0,Control
2950141,1,4.0,0.25,56.0,Control
2950345,0,2.0,0.0,30.0,Control
2950516,0,4.0,0.0,24.5,Test
2950972,2,3.0,0.6666666666666666,60.0,Test
2951320,1,7.0,0.14285714285714285,25.5,Control
2951330,0,4.0,0.0,33.0,Test
2951413,0,2.0,0.0,39.0,Test
2951480,0,4.0,0.0,23.0,Test
2951899,0,4.0,0.0,50.5,Test
2951968,2,8.0,0.25,26.0,Test
2952186,1,6.0,0.16666666666666666,24.0,Control
2952340,0,0.0,0.0,58.0,Test
2952415,0,2.0,0.0,54.0,Test
2952435,1,5.0,0.2,33.0,Test
2952627,1,5.0,0.2,46.0,Test
2952653,3,3.0,1.0,67.0,Control
2952729,2,4.0,0.5,42.0,Test
2952883,0,4.0,0.0,34.5,Test
2952896,0,4.0,0.0,69.5,Test
2952942,0,4.0,0.0,67.5,Test
2953613,1,2.0,0.5,61.0,Test
2953672,4,4.0,1.0,30.0,Test
2954100,0,0.0,0.0,52.0,Test
2954139,0,4.0,0.0,27.0,Control
2954633,4,10.0,0.4,67.0,Test
2954672,2,4.0,0.5,32.0,Test
2954678,0,4.0,0.0,62.0,Test
2955394,0,7.0,0.0,26.5,Test
2955506,2,9.0,0.2222222222222222,56.5,Control
2955739,0,4.0,0.0,47.5,Control
2955767,0,4.0,0.0,71.5,Test
2955920,0,4.0,0.0,39.0,Test
2956615,1,7.0,0.14285714285714285,64.5,Test
2956739,0,0.0,0.0,53.0,Control
2956992,0,0.0,0.0,68.0,Control
2957064,0,4.0,0.0,59.5,Test
2957105,0,0.0,0.0,32.0,Test
2957115,1,6.0,0.16666666666666666,60.5,Control
2957678,2,8.0,0.25,67.5,Control
2957681,1,2.0,0.5,67.0,Control
2958474,0,4.0,0.0,58.0,Control
2958543,3,8.0,0.375,54.5,Test
2958700,2,6.0,0.3333333333333333,81.0,Test
2958867,2,6.0,0.3333333333333333,58.5,Control
2958877,1,2.0,0.5,49.0,Test
2958995,0,4.0,0.0,70.5,Control
2959030,0,4.0,0.0,49.5,Test
2959315,4,9.0,0.4444444444444444,58.0,Test
2959374,5,5.0,1.0,31.0,Test
2959476,1,2.0,0.5,59.0,Test
2959614,0,4.0,0.0,22.5,Test
2959782,1,5.0,0.2,49.5,Control
2959977,2,9.0,0.2222222222222222,34.5,Test
2960409,0,3.0,0.0,43.0,Test
2960561,3,7.0,0.42857142857142855,35.0,Test
2960870,0,4.0,0.0,66.5,Control
2961021,2,2.0,1.0,32.0,Test
2961285,1,12.0,0.08333333333333333,64.0,Control
2961467,0,0.0,0.0,49.0,Control
2962019,0,4.0,0.0,39.5,Control
2962021,0,1.0,0.0,30.0,Test
2962496,3,7.0,0.42857142857142855,45.0,Control
2962779,1,6.0,0.16666666666666666,66.5,Control
2963023,1,6.0,0.16666666666666666,64.5,Test
2963107,0,4.0,0.0,57.5,Control
2963532,1,5.0,0.2,32.0,Test
2963704,0,1.0,0.0,56.0,Test
2963856,0,4.0,0.0,44.5,Test
2963883,4,7.0,0.5714285714285714,28.0,Test
2964488,1,5.0,0.2,49.5,Control
2965081,4,10.0,0.4,23.5,Control
2965474,0,4.0,0.0,29.5,Test
2965703,0,4.0,0.0,70.5,Test
2965989,3,8.0,0.375,41.5,Test
2966185,0,3.0,0.0,71.0,Test
2966302,0,4.0,0.0,33.5,Test
2966471,1,4.0,0.25,27.0,Test
2966822,0,4.0,0.0,21.5,Control
2966935,0,4.0,0.0,67.5,Test
2966961,1,2.0,0.5,34.0,Test
2966989,1,1.0,1.0,35.0,Test
2967109,0,4.0,0.0,41.0,Test
2967150,0,4.0,0.0,61.5,Test
2967297,0,4.0,0.0,64.5,Control
2967418,1,1.0,1.0,63.0,Control
2967451,0,4.0,0.0,58.5,Test
2967584,0,4.0,0.0,22.5,Control
2967792,7,14.0,0.5,77.5,Control
2967798,1,6.0,0.16666666666666666,41.5,Test
2968201,0,4.0,0.0,35.5,Test
2968242,0,4.0,0.0,33.5,Test
2968356,1,1.0,1.0,47.0,Test
2968554,0,4.0,0.0,23.5,Control
2968638,0,4.0,0.0,34.0,Control
2968779,1,5.0,0.2,23.5,Control
2968815,1,3.0,0.3333333333333333,35.0,Control
2968827,0,0.0,0.0,43.0,Control
2969107,3,3.0,1.0,46.0,Test
2969158,0,4.0,0.0,22.5,Control
2969219,2,5.0,0.4,36.0,Test
2969404,0,4.0,0.0,48.0,Test
2969410,0,1.0,0.0,23.0,Test
2969524,0,0.0,0.0,42.0,Test
2969737,3,8.0,0.375,65.5,Control
